affinity       score    gauss1   gauss2    repulsion hydrophobic hydrogen
-6.91846943195 -6.07911 67.75621 699.45818 1.65683 41.26663 0.00000 
-6.91846943195 -6.19957 59.99578 924.21209 3.11904 5.16948 6.34938 
-6.93219655384 -4.03101 51.48083 952.08045 3.66571 0.00000 2.23189 
-6.93219655384 -7.00140 90.54583 1203.25106 3.97629 0.00000 3.99829 
-6.93219655384 -8.04530 139.34029 1715.75395 5.39416 43.57074 8.11857 
-6.93219655384 -4.87048 89.00748 1321.49032 9.08771 5.30695 7.85935 
-6.93219655384 -3.34104 43.25038 567.39751 2.91508 0.00000 2.75807 
-6.93219655384 -4.72934 70.96052 538.11175 4.36749 24.25240 5.47528 
-6.94592367573 -6.42445 88.47457 1250.32968 6.92328 24.82075 9.41485 
-6.94592367573 -8.72219 105.84478 1501.35407 3.10844 57.09934 2.37096 
-6.94592367573 -4.60517 49.29530 642.57063 3.34030 20.63918 4.13620 
-6.95965079762 -5.76651 62.42639 1037.08905 5.13539 32.17284 2.36973 
-6.95965079762 -7.86231 82.22179 1074.83204 4.39273 13.16538 7.20701 
-6.95965079762 -4.48045 47.61735 486.79602 4.10133 4.87807 7.59495 
-6.95965079762 -7.38461 85.53069 1061.91626 3.61156 34.21668 3.40354 
-6.97337791951 -7.88817 66.59418 778.15381 2.01209 27.28890 4.20404 
-6.97337791951 -6.44414 97.10342 1019.51298 6.63005 20.39894 6.32232 
-6.97337791951 -7.08955 101.38749 1172.47665 3.96422 2.24956 4.00398 
-6.97337791951 -10.73257 122.91182 1786.59599 7.56174 0.00000 9.70876 
-6.97337791951 -5.29287 47.32754 695.15725 2.44048 0.00000 4.59065 
-6.9871050414 -7.00717 101.55219 1232.88765 4.27536 68.94665 3.92543 
-6.9871050414 -6.00372 92.99122 1313.95433 4.84012 1.35983 5.27374 
-6.9871050414 -8.94195 97.17432 1695.37615 4.55729 30.69897 4.03347 
-7.00083216329 -5.21389 107.16842 1533.54009 2.78390 0.00000 4.05927 
-7.00083216329 -5.59069 74.52208 912.30035 5.07313 32.57947 3.41108 
-7.00083216329 -7.11878 86.20251 969.13924 5.37088 5.91086 8.54939 
-7.00083216329 -7.30414 80.72703 1241.15347 6.18086 39.26231 6.42525 
-7.00083216329 -6.23310 79.05240 969.77380 5.07698 0.00000 7.36062 
-7.00083216329 -6.74916 101.46845 1639.46987 3.55263 27.21642 2.81895 
-7.00083216329 -6.99325 67.15165 926.73855 5.66047 0.00000 10.21386 
-7.00083216329 -9.41937 81.86349 1403.54931 3.15740 20.45538 5.81046 
-7.00083216329 -7.68007 82.64058 1217.28766 4.17991 50.73105 4.15602 
-7.00083216329 -4.71600 37.36024 929.84083 0.83297 21.42274 1.03513 
-7.00083216329 -9.63240 98.80550 1310.01340 5.08640 2.29152 9.87777 
-7.00083216329 -8.52058 119.64890 1749.37606 4.92626 2.38715 6.42707 
-7.00083216329 -7.62067 127.31506 1150.32173 9.15822 0.00000 13.95499 
-7.01455928518 -6.35821 69.14310 1026.20635 2.04599 22.10715 2.39094 
-7.01455928518 -8.20958 117.39510 1453.89243 5.83234 26.16417 4.56585 
-7.01455928518 -3.75665 72.97323 891.63389 9.26959 0.00000 8.36059 
-7.01455928518 -6.19611 46.73763 1298.54473 3.85126 51.07512 0.00000 
-7.01455928518 -4.94079 35.21597 557.92508 0.59471 33.35094 0.73405 
-7.02828640707 -7.90005 70.30138 1182.25924 4.22352 19.53028 6.44591 
-7.02828640707 -2.82383 46.55210 668.49461 1.97998 0.00000 0.07141 
-7.02828640707 -8.40872 122.63651 1998.23322 4.34423 75.49359 2.76312 
-7.02828640707 -8.17313 102.17143 981.86523 3.53306 49.86970 4.44634 
-7.02828640707 -6.51245 58.14017 846.39857 3.67218 53.41124 4.16210 
-7.04201352895 -6.69137 99.74893 1041.23688 6.56750 48.99118 4.99841 
-7.04201352895 -6.11271 73.17863 683.42145 4.94591 10.04873 9.18836 
-7.05574065084 -9.15116 101.41510 1461.24063 3.55050 28.08060 5.03069 
-7.05574065084 -7.24572 82.73150 1433.12516 1.54170 37.37514 0.12234 
-7.05574065084 -9.70394 100.99937 1352.91669 3.25865 18.01115 6.46260 
-7.05574065084 -4.40531 52.55014 634.91658 4.60949 0.00000 7.07704 
-7.05574065084 -4.16347 52.57189 437.64039 1.00370 29.09000 1.00000 
-7.06946777273 -5.68868 93.05134 1448.35884 8.14690 0.00000 10.91399 
-7.06946777273 -5.74639 73.58473 1031.47205 5.50989 3.29363 7.08680 
-7.06946777273 -6.14220 69.62024 999.69522 4.37288 2.31256 6.63733 
-7.06946777273 -4.69297 65.70489 500.64220 5.64640 0.00000 9.09005 
-7.06946777273 -7.57096 108.93492 1157.92372 6.39595 0.00000 9.41569 
-7.06946777273 -8.29699 79.08457 851.37108 3.11275 28.90417 4.99936 
-7.06946777273 -6.81623 100.74883 1166.55716 3.77374 37.73463 2.14398 
-7.06946777273 -4.12312 50.17658 729.18197 2.26459 20.42948 0.43637 
-7.06946777273 -6.59379 87.19272 1315.30538 7.94324 10.94030 9.70193 
-7.06946777273 -4.85799 49.29021 634.86188 3.10667 29.43837 3.84123 
-7.06946777273 -6.81446 74.00745 756.26114 2.08009 40.67453 3.39746 
-7.08319489462 -7.07454 58.71293 938.13746 0.97254 29.66125 0.93427 
-7.09692201651 -7.48995 87.19363 1250.38516 4.64621 0.00000 9.09290 
-7.09692201651 -7.03320 89.48331 1189.68676 3.02018 32.89869 2.32215 
-7.09692201651 -4.13314 62.68229 632.18606 3.11547 29.59134 0.58790 
-7.1106491384 -2.13028 52.25154 643.00854 6.63965 14.46387 4.17584 
-7.1106491384 -10.28115 93.91742 1533.95560 2.95795 16.50410 6.71221 
-7.1106491384 -7.35804 112.59245 1782.32229 7.70998 13.36749 11.64137 
-7.1106491384 -8.20059 99.35457 1356.36022 2.39780 21.74321 3.07115 
-7.1106491384 -6.30727 70.93113 902.81362 5.91457 6.05933 7.85557 
-7.12437626029 -7.34421 90.33873 1119.84387 6.91557 3.18957 12.00186 
-7.12437626029 -8.32938 123.34428 1895.95725 4.78479 20.55538 6.04614 
-7.12437626029 -4.01937 39.13059 734.85045 1.67181 14.58210 0.74559 
-7.12437626029 -5.15005 86.63048 1074.08473 6.80047 0.00000 6.62771 
-7.12437626029 -2.30266 40.15162 560.28392 2.60607 5.45005 1.00000 
-7.12437626029 -6.70948 119.41728 2291.15707 4.23718 51.69458 5.07517 
-7.13810338218 -5.86739 49.10183 646.14789 0.99610 39.24638 1.30369 
-7.13810338218 -4.99281 44.93033 763.85409 3.94874 0.25854 7.18240 
-7.13810338218 -6.58818 122.27675 2545.20751 6.18103 31.88076 6.76524 
-7.15183050406 -6.96524 125.76863 1555.27586 7.65208 1.20472 7.69200 
-7.15183050406 -9.13452 104.71027 1439.53049 5.43551 17.12356 6.94771 
-7.15183050406 -7.32201 64.54670 1044.66918 1.82164 39.23506 0.74323 
-7.16555762595 -5.14099 55.48790 1034.27816 4.63121 0.03494 6.01323 
-7.16555762595 -7.62588 106.51583 1184.81426 5.30403 10.91506 6.10206 
-7.16555762595 -9.79149 136.80500 1568.67285 2.93685 41.62610 0.23395 
-7.16555762595 -6.33780 90.74306 1416.92022 6.71689 16.28761 4.00000 
-7.16555762595 -6.74385 101.36341 1227.76011 6.64724 0.00000 9.09571 
-7.16555762595 -6.24357 85.44454 1156.21445 5.30442 0.00000 7.24692 
-7.16555762595 -7.34899 108.45904 1202.92738 4.60970 14.69276 7.68126 
-7.16555762595 -5.58591 64.85086 1323.69599 2.09464 0.00000 1.39577 
-7.16555762595 -8.07472 140.84611 1802.36346 9.00167 0.00000 12.72730 
-7.16555762595 -7.72999 73.57333 977.93067 2.72854 41.71035 2.32023 
-7.16555762595 -3.84427 62.19970 984.94115 3.59608 29.27999 0.00000 
-7.16555762595 -7.86635 135.58819 1677.50671 6.52914 24.97824 4.55670 
-7.16555762595 -5.31328 56.85521 716.36938 0.92103 31.41757 0.08300 
-7.16555762595 -5.45809 73.68033 907.39690 9.58211 0.00000 13.82901 
-7.16555762595 -3.75802 40.65994 557.08395 0.65279 0.00000 0.72194 
-7.16555762595 -9.03764 140.04546 2006.98246 7.49003 0.00000 10.35871 
-7.16555762595 -8.71676 137.11889 1669.25421 4.48697 24.73097 5.93879 
-7.16555762595 -4.46212 78.36954 1306.57186 9.15694 33.75255 4.22652 
-7.17928474784 -7.79002 131.66637 1755.31679 7.14732 21.42812 11.61815 
-7.17928474784 -6.34359 80.42123 1072.26281 4.27319 52.74947 3.57191 
-7.17928474784 -4.60717 61.84502 764.65270 4.03049 26.59663 1.53735 
-7.17928474784 -6.13008 100.52505 992.60074 4.95822 15.29168 4.56816 
-7.19301186973 -6.23713 89.74902 1003.79519 6.56754 0.00000 8.56799 
-7.19301186973 -7.17799 62.21565 1194.55169 2.44101 26.81120 1.28448 
-7.19301186973 -5.44138 61.82565 665.55050 4.91514 0.00000 8.33195 
-7.19301186973 -9.93582 119.46841 1467.90458 1.51388 65.53033 0.00000 
-7.19301186973 -3.41420 46.89818 610.98501 3.50426 9.79567 3.07562 
-7.19301186973 -9.27294 97.29822 1568.67834 3.16313 55.33475 3.34422 
-7.19301186973 -10.46913 158.14576 2228.26875 12.40388 0.00000 16.28004 
-7.19301186973 -7.50205 61.46061 950.91631 1.23442 35.30254 1.84873 
-7.20673899162 -8.04629 112.70843 1466.12777 3.91640 0.00000 5.20873 
-7.20673899162 -7.49287 116.43457 1609.66771 6.21176 0.40194 6.78557 
-7.22046611351 -5.12436 70.56373 1004.05893 5.52266 3.19312 5.64390 
-7.22046611351 -5.30902 99.34910 1141.87829 12.28175 1.30439 15.49771 
-7.2341932354 -4.37657 59.07122 1137.86042 5.88828 38.33219 1.76166 
-7.2341932354 -8.04593 118.93928 2067.75715 7.15993 53.05307 5.82055 
-7.2341932354 -6.15960 65.42936 912.23836 3.80446 20.52034 4.57222 
-7.24792035729 -8.31847 122.60098 1687.35859 6.29477 26.39824 10.52518 
-7.24792035729 -6.58368 65.70827 908.94413 3.03976 0.73285 4.86939 
-7.24792035729 -7.70970 96.28925 1314.46935 3.71530 0.00000 6.82847 
-7.24792035729 -4.49918 39.86511 1096.36904 3.63964 11.11404 3.97914 
-7.24792035729 -6.58566 66.81533 853.13169 2.64263 49.08597 3.14791 
-7.24792035729 -6.00542 73.83494 1005.51906 3.63071 28.60950 6.09568 
-7.26164747917 -6.82561 104.93053 1025.70368 7.88971 24.12350 8.14449 
-7.26164747917 -6.63202 121.68894 1250.78754 8.05094 24.71433 8.92323 
-7.27537460106 -7.38700 96.69260 1201.34539 4.23877 0.00000 4.81231 
-7.27537460106 -4.56046 75.14000 983.83003 3.73237 0.01016 8.08616 
-7.27537460106 -5.69729 85.99079 942.78152 3.65875 0.00000 5.42486 
-7.27537460106 -6.11192 120.69590 1267.81531 10.80201 68.79051 5.42225 
-7.27537460106 -5.63347 56.13719 612.59261 1.42466 31.70729 1.79791 
-7.27537460106 -6.98883 87.12231 1140.20782 6.38320 12.74898 9.85097 
-7.27537460106 -8.67401 148.64647 2031.17776 8.32010 0.00000 9.78175 
-7.27537460106 -7.96502 192.42108 2882.57353 10.01210 96.17245 12.50272 
-7.27537460106 -3.28967 35.14714 893.11312 1.97541 15.17781 0.00000 
-7.27537460106 -5.54358 102.47578 1557.21450 6.23711 29.29081 10.24567 
-7.28910172295 -4.56117 80.41369 1146.57585 5.67020 42.44202 1.12620 
-7.28910172295 -5.97197 69.77244 1268.44478 1.96910 20.21342 2.95430 
-7.30282884484 -6.79848 98.85480 1196.74954 4.97625 6.30848 5.21637 
-7.30282884484 -4.57906 67.56548 513.58569 5.55753 17.91065 6.76604 
-7.30282884484 -4.27724 38.36815 636.19704 3.97927 4.29667 6.30475 
-7.31655596673 -5.60813 104.28969 1206.07325 6.43901 25.52589 9.55110 
-7.31655596673 -5.79937 101.17925 1045.33233 2.13236 27.70616 0.00000 
-7.31655596673 -9.50592 144.00898 1935.17724 7.79538 19.36653 9.00034 
-7.31655596673 -2.91790 43.41880 529.75014 3.69986 0.00000 3.84546 
-7.33028308862 -7.57432 64.70121 1051.31118 4.41558 22.73036 8.09254 
-7.33028308862 -9.24285 106.51787 1619.53269 1.44352 38.71032 1.25847 
-7.33028308862 -7.04550 107.68345 1528.87964 7.96636 0.00000 9.75838 
-7.33028308862 -3.55174 48.02697 855.47000 4.07299 0.00000 3.04788 
-7.33028308862 -6.43143 95.30709 1368.76369 8.48435 0.00000 12.99524 
-7.33028308862 -6.98764 51.74586 1136.74763 0.75141 62.09819 0.67057 
-7.34401021051 -9.66124 141.00775 1571.36480 3.01911 35.36860 0.16786 
-7.34401021051 -8.27961 118.80972 1378.07541 6.91994 0.00000 8.80346 
-7.34401021051 -4.25439 44.66317 663.03350 3.60533 9.86803 4.13186 
-7.34401021051 -0.70289 83.84476 1949.92566 16.94517 16.10308 3.67131 
-7.3577373324 -5.52735 47.27983 1216.89176 1.07022 49.83544 2.12305 
-7.3577373324 -8.10641 95.23181 1789.27899 1.38568 50.18941 2.60498 
-7.3577373324 -6.56180 97.18063 1253.15681 3.65940 0.72031 3.38727 
-7.3577373324 -8.94980 78.82381 1156.19256 1.97578 78.29460 2.02113 
-7.37146445429 -9.84042 122.04030 2264.01023 4.55332 79.34746 3.99721 
-7.37146445429 -7.90173 87.42257 1222.13477 6.46859 11.78811 10.69912 
-7.37146445429 -9.78286 109.29856 1365.66137 5.82167 11.38398 9.58070 
-7.38519157617 -5.62405 69.68049 926.85573 4.51184 4.80299 6.19200 
-7.38519157617 -3.91661 38.43896 768.56820 0.67222 22.22993 1.12936 
-7.38519157617 -1.98835 51.44126 813.68891 7.29546 66.06037 0.00000 
-7.38519157617 -8.81426 158.43960 1507.63874 7.08055 0.00000 8.88736 
-7.38519157617 -11.33411 187.66431 2393.83803 7.16945 8.35875 9.07769 
-7.39891869806 -7.84619 99.13348 1430.82609 3.60954 50.88905 3.54907 
-7.39891869806 -5.66663 59.50119 788.77704 5.02744 35.71746 5.60947 
-7.39891869806 -4.19174 65.19692 1178.75891 4.73890 0.00000 3.37983 
-7.39891869806 -3.01333 34.96046 509.48970 1.97277 12.08599 0.94168 
-7.39891869806 -3.26470 39.05040 380.24816 1.04173 18.52757 0.56461 
-7.41264581995 -6.96948 69.39673 1038.92069 5.18349 0.67368 9.03416 
-7.41264581995 -7.37535 94.74879 2273.40570 5.30976 12.20754 5.84428 
-7.41264581995 -7.13244 98.95875 1310.76470 4.44379 23.63373 4.55937 
-7.41264581995 -5.43172 146.02194 2161.92545 5.69487 29.93789 3.71868 
-7.41264581995 -4.55063 62.98517 599.02886 2.54843 0.00000 3.23262 
-7.41264581995 -4.16625 55.60181 619.21938 5.00812 0.00000 6.93217 
-7.41264581995 -8.43296 84.25260 1362.42760 1.22955 48.35850 0.77966 
-7.41264581995 -7.07585 67.98588 1088.69027 3.47936 9.38474 7.35987 
-7.41264581995 -7.17911 87.58785 1184.62990 3.14550 47.85179 1.02163 
-7.41264581995 -8.63971 90.31929 1355.15948 1.86902 33.65216 1.44352 
-7.41264581995 -6.33727 99.93081 955.53555 1.82524 18.44170 1.00446 
-7.41264581995 -8.30323 67.05967 975.40112 2.34041 65.63184 3.42034 
-7.41264581995 -4.93996 72.69861 584.84676 2.31901 0.00000 3.16372 
-7.42637294184 -8.86576 98.06573 1396.66361 6.82623 28.27612 9.83929 
-7.44010006373 -7.80627 91.69923 1079.99408 3.78008 7.53326 6.31402 
-7.44010006373 -7.27147 83.19776 800.23664 2.56910 14.10234 4.22893 
-7.44010006373 -7.72821 64.81269 1076.64674 1.27538 38.91885 0.81432 
-7.45382718562 -2.83141 43.84345 657.47846 3.32447 0.00000 2.26916 
-7.45382718562 -11.09220 131.01465 2110.31600 6.21951 0.00000 6.85061 
-7.46755430751 -6.02347 56.10750 900.07791 4.64526 0.00000 10.08679 
-7.46755430751 -8.78396 112.16480 1126.67138 7.03203 18.27085 10.28916 
-7.46755430751 -5.02957 139.54046 2153.56635 12.12184 29.29144 6.29216 
-7.46755430751 -9.17052 160.05480 1828.89921 8.90308 4.12880 10.56655 
-7.46755430751 -4.88522 61.95167 917.91947 6.50134 1.50403 8.14481 
-7.46755430751 -10.71748 113.94241 1439.09443 3.64024 0.00000 6.06037 
-7.46755430751 -7.64889 54.92113 986.98214 2.77346 50.15234 3.89717 
-7.4812814294 -9.51601 88.14235 1362.82765 2.37456 52.28702 4.38276 
-7.4812814294 -3.69195 51.25593 783.20583 4.37664 4.19510 4.51202 
-7.49500855128 -6.92392 125.36696 1676.46157 7.81255 19.91025 11.17661 
-7.49500855128 -6.98494 96.90058 1068.16562 4.41565 18.04165 6.06835 
-7.50873567317 -6.72136 109.14441 1386.11679 5.84128 41.80217 9.24243 
-7.50873567317 -6.76288 81.50408 976.04987 5.48604 9.45318 6.64917 
-7.50873567317 -7.28095 78.97517 981.72588 4.95275 8.06594 7.05038 
-7.50873567317 -11.93044 157.40419 2204.73689 5.96362 61.92950 5.15638 
-7.50873567317 -10.98577 159.54679 1935.28572 10.18628 0.00000 17.01129 
-7.50873567317 -6.41135 164.15206 2146.28326 8.81471 42.53900 8.77991 
-7.50873567317 -7.64369 91.28881 1154.42146 2.55116 62.52499 2.59175 
-7.50873567317 -6.43862 43.90366 728.51128 1.19380 40.03802 2.18914 
-7.50873567317 -6.86986 106.91071 741.16932 2.95970 60.81490 0.00000 
-7.52246279506 -3.42372 21.76121 664.34020 1.12044 36.16140 0.00000 
-7.52246279506 -6.51803 73.04180 849.97918 7.46596 7.12441 10.75725 
-7.52246279506 -8.54787 97.87057 1641.73539 6.22336 0.00000 9.50612 
-7.52246279506 -4.35307 54.97874 647.30314 4.85551 0.00000 7.28492 
-7.52246279506 -7.73676 104.56525 1577.14727 5.02541 50.25735 2.56556 
-7.52246279506 -6.60061 68.90674 982.76772 5.59197 4.44942 10.43696 
-7.52246279506 -6.52880 80.74776 1293.21495 1.91937 48.44642 1.23066 
-7.52246279506 -4.59968 57.76500 976.24263 4.36115 20.32261 3.31399 
-7.53618991695 -5.41679 90.16150 775.35979 4.18746 38.38787 4.98028 
-7.53618991695 -7.75830 144.68317 1718.91089 6.20200 39.88902 10.12483 
-7.53618991695 -9.66844 93.46744 1328.03879 6.97937 5.95430 13.10476 
-7.53618991695 -6.37995 74.44678 1053.67055 3.94790 28.81097 4.20118 
-7.53618991695 -11.75373 110.43076 1673.02235 1.29648 70.89664 0.93435 
-7.53618991695 -7.06476 109.95413 1002.07887 4.17618 12.55440 3.21330 
-7.53618991695 -8.89471 119.54093 2065.78969 5.07133 50.11714 5.55161 
-7.53618991695 -8.03288 102.07931 1283.92431 7.89928 0.00000 13.93505 
-7.53618991695 -5.74856 43.38341 838.71734 0.77105 31.66397 0.72191 
-7.53618991695 1.43371 162.71446 1551.26260 21.60187 0.00000 3.97491 
-7.54991703884 -7.38352 97.71644 1257.61481 5.70602 28.11069 7.61248 
-7.56364416073 -8.16809 103.18237 1743.97930 9.39772 5.91580 16.39686 
-7.56364416073 -8.21458 92.80718 1232.19317 2.57673 76.20436 2.82286 
-7.56364416073 -7.16269 49.96035 1198.38877 2.44624 33.93395 1.18908 
-7.56364416073 -1.81177 53.26181 575.84589 5.27065 9.68652 3.09825 
-7.57737128262 -8.78818 75.31717 1135.37384 3.27113 0.00000 7.73579 
-7.57737128262 -2.23390 59.52826 553.11720 9.31120 0.00000 9.20982 
-7.57737128262 -5.05930 69.48491 844.23031 4.30138 1.49560 8.08281 
-7.57737128262 -7.08649 68.19202 1267.44545 2.95996 34.66336 0.37774 
-7.57737128262 -7.38882 77.61802 971.44155 3.31914 15.17113 5.02848 
-7.57737128262 -6.94352 79.19063 1087.96840 4.10964 0.00000 7.85134 
-7.57737128262 -5.18723 41.00569 831.78920 4.12089 4.01279 7.54847 
-7.57737128262 -4.49508 38.47926 734.27385 2.84166 17.70995 3.00000 
-7.57737128262 -8.34857 86.01493 1111.15112 3.95979 19.99071 5.38623 
-7.57737128262 -4.14692 31.55001 739.40669 2.50393 12.61768 3.14247 
-7.60482552639 -7.15333 87.06835 1183.26452 3.34564 11.10494 4.57072 
-7.60482552639 -8.26796 146.20886 1856.74726 7.06174 33.43619 12.66411 
-7.60482552639 -7.54991 96.79218 880.12800 5.28531 11.88851 10.25055 
-7.60482552639 -6.68962 90.28835 1187.77993 9.26091 0.00000 13.72870 
-7.60482552639 -9.28675 146.51171 2220.59068 7.66695 11.12974 12.05168 
-7.60482552639 -8.95185 102.91259 1713.46566 2.87642 63.98303 2.27323 
-7.60482552639 -11.88699 146.34265 1598.46992 7.26382 129.15210 3.57527 
-7.61855264828 -6.07450 67.40882 886.14890 4.05193 5.68526 6.96590 
-7.61855264828 -7.40964 84.60624 1107.21935 6.67291 0.82905 10.95983 
-7.61855264828 -8.19325 90.30240 1382.46266 5.47153 7.47791 9.03103 
-7.61855264828 -7.13573 165.53590 1276.30874 5.60776 0.00000 1.08194 
-7.61855264828 -5.43582 61.30981 558.15761 1.99486 35.79799 1.34786 
-7.63227977017 -5.70625 57.13800 626.92658 6.29187 0.00000 12.01887 
-7.64600689206 -7.37797 97.93433 966.48170 6.02176 22.24086 8.00192 
-7.64600689206 -7.00272 88.86803 1136.88319 6.35420 0.68210 8.73760 
-7.64600689206 -4.90686 56.19716 854.56414 2.63503 17.56127 2.36306 
-7.64600689206 -5.99256 59.98226 972.64192 2.55449 19.43298 4.70388 
-7.64600689206 -9.53782 126.90598 1832.22339 4.95632 9.37732 7.05728 
-7.64600689206 -5.34233 49.54864 679.20409 5.43984 33.61343 7.51019 
-7.64600689206 -5.40081 121.28936 1770.25375 7.09048 5.51357 6.31273 
-7.65973401395 -7.42698 66.49082 1028.91418 3.41346 48.98734 3.75639 
-7.67346113584 -5.55881 72.49515 939.26684 3.39122 5.33094 5.50335 
-7.67346113584 -10.99438 274.04261 3696.47617 16.01306 106.63451 20.14414 
-7.67346113584 -6.38684 82.70120 886.27086 4.47394 51.79680 2.99838 
-7.67346113584 -3.52182 78.80318 1094.01095 7.08163 0.00000 7.69571 
-7.67346113584 -8.12041 88.51984 1360.34308 2.42246 48.32121 2.35514 
-7.67346113584 -9.85653 103.36226 1497.62959 2.49181 40.01240 1.97478 
-7.68718825773 -4.63375 58.25648 626.79949 2.80052 0.00000 2.86056 
-7.68718825773 -7.87854 85.66817 1073.72254 5.56444 4.23812 9.64006 
-7.68718825773 -7.80131 84.82731 1093.37429 5.52308 4.14408 9.31159 
-7.68718825773 -6.94749 68.22784 1214.73288 2.81563 35.57810 1.35426 
-7.68718825773 -5.50732 63.46093 1280.54418 2.66462 23.48991 3.55704 
-7.68718825773 -7.25952 40.86875 1463.51783 2.07787 53.17101 0.79507 
-7.70091537962 -9.62801 66.23240 1017.87785 0.62239 61.26690 0.67581 
-7.71464250151 -8.67393 100.55181 1371.12337 5.36012 7.29364 7.33307 
-7.71464250151 -5.22280 84.75710 1031.30386 6.51167 19.78959 6.74218 
-7.71464250151 -5.18030 61.34771 1127.38472 3.47021 31.17839 3.71971 
-7.71464250151 -2.52349 60.17859 499.69698 6.27620 16.33326 5.13627 
-7.71464250151 -6.59831 120.29963 1514.15835 6.08703 4.46309 3.69655 
-7.71464250151 -5.08908 53.53350 745.12852 1.80648 4.44250 3.22037 
-7.71464250151 -6.56232 54.34313 1154.44952 1.47533 66.02492 0.16445 
-7.71464250151 -8.12953 92.64654 1221.04606 4.32665 24.91763 4.64164 
-7.71464250151 -9.68175 93.72940 1244.52625 2.32727 65.13004 0.76795 
-7.71464250151 -7.25990 64.67499 849.98786 2.71814 54.78023 3.76006 
-7.71464250151 -5.35062 70.15884 766.54252 5.27250 0.00000 7.26307 
-7.71464250151 -4.25948 66.19291 985.22158 3.14392 25.13313 4.16167 
-7.72836962339 -6.88733 115.67847 1299.07038 4.46328 33.47164 5.58034 
-7.72836962339 -4.12676 39.23981 796.70434 0.46776 57.61365 0.63673 
-7.72836962339 -6.41711 75.26089 947.84481 3.35316 46.58790 2.60937 
-7.74209674528 -2.21567 33.93616 370.07761 3.34480 0.00000 3.90664 
-7.74209674528 -9.68581 108.53192 1518.06057 3.30209 33.00837 4.65615 
-7.74209674528 -4.91434 63.67077 970.99873 4.02228 32.85265 2.96387 
-7.74209674528 -8.27134 75.40812 1272.17646 2.64503 36.46313 2.41849 
-7.74209674528 -4.51268 77.95898 518.94962 1.56168 0.00000 1.76622 
-7.74209674528 -9.55253 108.13056 934.28228 2.32994 76.82671 0.26821 
-7.74209674528 -5.90990 121.89511 1456.93392 5.63066 45.15790 8.19327 
-7.74209674528 -6.87377 90.81416 1290.33931 6.53768 29.16153 10.70726 
-7.74209674528 -5.99068 62.22665 1160.10105 4.29035 32.49372 1.93336 
-7.75582386717 -6.64222 117.29501 1200.67780 7.40402 0.00000 10.54821 
-7.76955098906 -5.32964 57.90949 1065.54277 1.68739 47.94610 0.00000 
-7.76955098906 -6.03019 61.57426 1108.97499 2.10576 46.64587 1.83191 
-7.76955098906 -8.06498 166.26950 2617.51218 6.72311 73.15462 10.01881 
-7.76955098906 -7.63247 71.26634 1372.34144 5.19271 40.18100 3.19994 
-7.76955098906 -7.13666 198.73553 2967.16420 13.50243 96.30846 7.53008 
-7.76955098906 -4.71214 62.46508 691.25965 3.91708 6.55254 6.67281 
-7.76955098906 -4.57998 58.41159 556.00129 3.92843 5.60025 5.34004 
-7.78327811095 -5.40807 66.87869 1232.25543 6.17149 12.57208 4.28980 
-7.78327811095 -9.92335 114.48029 2178.43510 5.81337 77.12268 4.42787 
-7.78327811095 -7.80843 84.72043 1251.19656 4.72412 15.15774 7.70097 
-7.79700523284 -4.58242 121.67558 1992.56333 14.09193 40.55635 9.58083 
-7.79700523284 -9.15338 165.17356 1829.51999 9.38851 7.00006 13.47970 
-7.79700523284 -7.05325 87.29100 886.23152 6.61457 11.08886 9.14785 
-7.79700523284 -8.46485 95.53857 1472.93352 9.51611 4.55672 13.65451 
-7.79700523284 -5.71834 53.45966 920.71003 2.69159 0.00000 3.40994 
-7.79700523284 -5.72736 120.33392 1098.21852 6.32794 0.00000 7.01930 
-7.79700523284 -6.25231 69.50354 1229.39185 3.57836 25.12052 1.73926 
-7.79700523284 -4.30759 46.60955 1093.09056 3.82497 28.06824 0.00000 
-7.79700523284 -5.77526 62.17472 912.63967 3.78512 6.89203 6.76809 
-7.82445947662 -3.95589 54.58307 456.23864 2.56601 27.17767 3.03622 
-7.82445947662 -5.06662 60.10965 672.70313 5.88304 0.00000 9.00091 
-7.82445947662 -4.36625 70.04701 995.36110 8.31076 0.00000 9.60649 
-7.82445947662 -11.11686 192.79620 2391.42057 12.47422 5.31978 16.49388 
-7.82445947662 -4.14463 69.17988 1006.59065 5.33506 21.02928 2.04292 
-7.82445947662 -4.84053 59.72321 968.60007 5.06328 0.00000 7.68795 
-7.82445947662 -9.24191 130.51021 1843.18902 7.04698 2.33639 9.42268 
-7.82445947662 -8.21346 156.92075 2589.08098 6.27511 72.21352 10.53202 
-7.82445947662 -8.45742 106.48027 1732.87278 7.98844 16.46486 10.76012 
-7.82445947662 -9.39371 102.22355 1174.53216 9.38023 2.74092 18.34173 
-7.82445947662 -5.28053 108.95871 1978.00620 11.26995 76.44840 3.94037 
-7.82445947662 -6.13083 79.85140 1168.99861 8.00104 12.63774 10.31700 
-7.82445947662 -9.24062 92.61252 1448.95697 0.57525 108.99131 0.00000 
-7.82445947662 -6.77266 80.50161 711.91903 2.49133 17.40812 2.94039 
-7.82445947662 -5.45427 84.41980 905.55474 8.87129 0.00000 10.54530 
-7.82445947662 -5.61349 71.21768 653.68369 2.58956 31.38889 2.17359 
-7.82445947662 -4.81949 79.07958 994.04346 3.90463 20.46918 1.93423 
